cityID,productID,customerID,Date,Result
272,48,25090,2023-06-19,387
603,600,22307,2023-02-09,267
523,362,21070,2023-09-25,379
329,277,16169,2023-06-29,502
410,22,17670,2023-11-14,445
391,547,28654,2023-09-09,581
349,605,15210,2023-02-17,433
171,239,24735,2023-03-18,130
285,79,14476,2023-09-18,171
366,529,17963,2023-01-21,530
27,539,19504,2023-11-05,11
358,194,24134,2023-08-11,-31
190,101,19630,2023-01-30,447
169,33,18070,2023-09-20,553
550,79,24162,2023-11-19,241
303,364,29182,2023-04-26,366
647,479,15489,2023-07-21,-50
146,487,22405,2023-05-13,150
309,370,19327,2023-12-08,-27
87,502,19159,2023-07-07,124
657,204,25974,2023-11-16,568
555,98,29382,2023-11-04,12
119,7,12913,2023-09-23,268
548,594,28123,2023-07-01,401
126,253,29177,2023-11-06,24
462,456,13098,2023-06-16,188
391,282,16388,2023-08-16,162
257,600,23157,2023-01-28,-26
549,197,24539,2023-10-05,341
196,26,27249,2023-03-04,581
172,298,11975,2023-03-11,545
556,249,20338,2023-09-15,428
156,534,20887,2023-02-15,472
551,513,16672,2023-11-25,330
61,286,15621,2023-06-21,196
458,509,14640,2023-03-13,69
584,467,19380,2023-03-01,330
635,33,22823,2023-04-08,-12
77,330,13958,2023-02-11,239
592,362,12181,2023-09-21,486
488,449,25660,2023-09-28,362
129,140,28653,2023-05-05,154
482,489,18426,2023-12-20,175
474,81,29456,2023-10-12,550
461,453,26138,2023-05-12,-32
219,550,27907,2023-01-11,132
514,451,25336,2023-08-16,342
522,165,13998,2023-01-25,-45
241,386,21315,2023-06-14,80
635,62,28417,2023-05-06,212
618,57,14900,2023-10-01,585
31,393,12623,2023-01-21,563
199,268,29160,2023-10-06,594
423,28,11979,2023-12-05,434
563,395,27829,2023-11-29,393
381,576,20883,2023-10-12,171
38,462,25604,2023-12-23,478
623,127,15888,2023-10-25,158
60,75,24735,2023-03-27,428
329,175,11816,2023-10-23,526
77,258,19939,2023-08-09,405
355,201,16379,2023-09-03,453
191,50,15616,2023-01-31,262
457,63,24916,2023-10-09,-10
478,129,23931,2023-11-19,474
657,153,22078,2023-04-15,497
359,47,11213,2023-09-10,173
597,576,15472,2023-08-28,164
109,343,27049,2023-02-03,31
295,30,23718,2023-02-11,341
141,488,12651,2023-07-13,483
399,569,24384,2023-03-07,125
118,214,17965,2023-09-19,279
217,361,16723,2023-10-16,28
14,457,16850,2023-05-05,78
612,316,28630,2023-11-02,-39
609,435,11815,2023-03-27,-23
524,296,11667,2023-01-08,181
