cityID,productID,customerID,Date,Result
192,153,21935,2024-07-31,-25
453,338,22111,2024-07-07,690
351,226,25900,2024-11-01,375
574,25,11580,2024-01-25,561
445,61,29201,2024-07-31,429
653,568,25798,2024-09-07,623
407,79,22114,2024-06-19,435
274,580,13745,2024-08-11,271
369,478,20302,2024-10-04,611
513,292,11163,2024-04-09,351
383,416,24986,2024-03-04,311
156,153,17791,2024-02-21,-21
63,309,23187,2024-10-06,212
25,394,20569,2024-06-27,635
515,297,15026,2024-11-30,685
652,1,14774,2024-02-01,309
193,201,16990,2024-12-16,98
400,37,11565,2024-04-04,55
345,293,28538,2024-12-27,112
118,395,14943,2024-06-08,478
120,407,13431,2024-04-22,336
238,246,15900,2024-01-05,-18
268,405,24715,2024-12-08,489
293,125,24427,2024-01-01,-13
359,490,23800,2024-06-21,29
447,383,17295,2024-02-17,220
504,584,13097,2024-11-28,613
570,419,19483,2024-06-16,-30
213,334,21511,2024-12-31,598
169,13,26508,2024-02-11,399
571,63,22990,2024-12-29,314
202,475,17641,2024-04-23,251
259,483,23408,2024-06-24,448
499,15,25656,2024-03-26,281
485,153,17184,2024-05-18,-5
149,23,20283,2024-07-11,257
64,293,29471,2024-11-04,181
287,487,16660,2024-02-15,154
383,602,13044,2024-01-17,137
436,251,23843,2024-06-16,55
503,194,24911,2024-12-08,-6
14,353,13932,2024-07-28,149
599,558,25755,2024-03-03,255
627,110,24606,2024-08-17,582
559,551,14410,2024-12-23,346
191,436,28339,2024-06-07,-8
651,358,19782,2024-04-02,24
520,441,12969,2024-08-22,-23
276,366,25350,2024-05-27,511
441,404,13690,2024-08-27,109
581,418,19870,2024-06-21,512
431,470,17779,2024-09-23,602
546,404,18943,2024-12-24,386
136,569,28541,2024-11-05,69
280,255,17243,2024-06-16,512
83,151,22568,2024-02-24,343
481,431,20022,2024-08-21,-43
293,298,16314,2024-07-30,498
273,251,23656,2024-06-16,104
5,506,16977,2024-11-09,124
428,162,13587,2024-08-10,483
353,181,12960,2024-03-11,563
232,576,20334,2024-09-06,498
66,466,18386,2024-01-28,-13
415,326,22401,2024-08-13,492
97,108,13269,2024-10-05,667
199,7,20378,2024-10-12,657
53,500,26309,2024-01-17,235
217,531,22732,2024-11-14,422
526,404,22806,2024-01-28,637
74,374,12809,2024-12-23,262
30,494,17541,2024-01-11,215
9,62,21605,2024-04-04,422
414,218,16513,2024-12-17,600
106,297,16647,2024-03-14,509
348,58,21687,2024-02-10,240
320,512,14361,2024-07-23,529
408,599,17292,2024-03-28,443
129,588,26970,2024-01-26,237
373,304,16853,2024-10-16,448
509,559,16752,2024-09-23,282
486,366,13222,2024-04-11,92
164,297,16898,2024-06-05,631
346,17,21294,2024-01-10,257
473,233,13700,2024-05-26,481
655,34,16836,2024-05-07,204
64,595,28423,2024-08-16,614
7,92,19103,2024-03-08,38
234,52,27073,2024-10-11,604
123,207,26705,2024-01-06,273
240,313,20141,2024-11-15,80
483,547,18768,2024-12-07,251
231,289,20233,2024-11-29,450
321,101,28576,2024-09-04,497
264,569,15617,2024-08-06,650
340,575,21289,2024-12-25,53
224,549,11310,2024-12-14,579
443,430,24236,2024-02-27,141
165,475,28529,2024-08-15,475
323,499,14626,2024-06-02,129
188,324,15277,2024-11-13,19
411,151,14516,2024-03-09,26
503,217,13032,2024-08-22,172
126,476,27424,2024-05-23,470
454,56,16263,2024-05-20,185
517,132,13090,2024-03-01,407
492,579,24643,2024-03-07,231
654,405,27172,2024-03-13,429
555,196,20283,2024-01-16,265
338,554,26860,2024-10-26,-2
506,109,18367,2024-04-30,462
452,348,22264,2024-04-15,92
278,416,17685,2024-08-18,225
343,313,18549,2024-04-26,262
411,199,13046,2024-08-19,152
204,205,28315,2024-10-08,-23
594,160,17111,2024-03-10,651
511,597,20519,2024-08-27,408
422,121,26615,2024-02-24,493
16,16,20680,2024-06-19,292
500,464,12564,2024-11-18,400
491,95,11609,2024-03-06,553
390,582,21047,2024-01-14,379
512,268,21794,2024-10-05,588
196,134,19335,2024-10-22,658
301,499,18452,2024-07-12,-40
537,31,14228,2024-02-04,177
16,110,18401,2024-09-08,29
130,476,13883,2024-08-23,468
352,567,20022,2024-12-29,-5
150,462,11531,2024-06-07,207
579,517,29431,2024-11-25,262
615,413,28680,2024-09-18,205
323,309,29469,2024-12-27,16
248,540,22474,2024-07-04,537
412,212,22974,2024-04-04,551
389,604,23994,2024-04-30,152
308,394,18566,2024-09-18,573
219,132,17940,2024-10-07,84
285,239,20791,2024-04-03,-17
122,78,17903,2024-05-02,633
95,280,27683,2024-09-11,261
445,329,19498,2024-11-16,217
656,250,27750,2024-12-13,37
630,401,22475,2024-02-12,187
361,51,15579,2024-12-16,90
195,392,20328,2024-02-20,319
265,97,15161,2024-11-13,74
102,229,11012,2024-01-19,208
443,488,19607,2024-12-11,366
332,386,19025,2024-01-26,23
255,274,16279,2024-07-08,602
654,421,24354,2024-03-17,211
202,333,29114,2024-01-15,409
125,503,27230,2024-08-17,13
20,226,15884,2024-07-03,537
328,436,25745,2024-12-19,647
383,4,12313,2024-04-19,19
282,207,13657,2024-02-20,391
280,86,26504,2024-12-28,129
551,524,13354,2024-08-24,331
140,409,13704,2024-01-08,482
172,14,12443,2024-08-04,263
47,400,11471,2024-03-14,-22
627,315,23267,2024-09-28,275
520,199,19243,2024-05-04,97
337,507,25028,2024-05-28,339
101,271,21262,2024-10-29,77
287,469,28639,2024-12-15,101
301,229,14040,2024-04-20,562
367,479,28159,2024-12-07,655
304,133,29426,2024-02-27,446
82,328,15541,2024-01-20,668
574,38,25390,2024-12-30,-20
27,522,23800,2024-02-19,139
454,542,20105,2024-03-26,621
613,285,21368,2024-11-25,603
584,287,23298,2024-10-27,344
129,335,26015,2024-04-29,577
501,127,15318,2024-01-10,79
485,49,17698,2024-09-01,368
618,127,24363,2024-02-05,467
634,461,21070,2024-07-25,426
85,476,23108,2024-01-21,404
504,92,16712,2024-07-29,391
226,44,16550,2024-10-11,117
347,348,28082,2024-06-28,346
388,571,16318,2024-09-03,513
333,243,27714,2024-04-18,56
69,300,23834,2024-09-28,139
98,343,28087,2024-02-23,679
418,273,11372,2024-11-13,584
182,362,19536,2024-09-07,310
460,84,12637,2024-05-26,191
226,491,29336,2024-11-09,696
142,286,26768,2024-06-23,109
275,523,20294,2024-12-06,121
640,220,21954,2024-01-23,350
32,55,20976,2024-01-21,245
521,340,15501,2024-05-28,290
388,344,19061,2024-03-12,82
575,538,20284,2024-06-20,649
307,342,13455,2024-03-17,80
649,13,28429,2024-03-10,61
171,197,27349,2024-09-01,686
143,238,18591,2024-11-07,326
256,311,14694,2024-01-23,573
293,480,27131,2024-03-19,52
283,281,14781,2024-07-12,23
330,456,13522,2024-03-13,183
471,472,13738,2024-09-07,401
12,273,11386,2024-05-14,416
61,271,29285,2024-02-24,147
208,167,14606,2024-05-05,251
140,290,13469,2024-11-08,254
119,409,28197,2024-01-25,372
360,311,23415,2024-10-16,375
398,364,20205,2024-04-07,447
76,66,24408,2024-03-29,190
243,401,12917,2024-06-12,568
266,318,23307,2024-11-08,105
214,566,25819,2024-12-27,343
79,584,27260,2024-01-17,419
350,576,14352,2024-12-08,552
590,228,28766,2024-05-13,656
269,310,14810,2024-09-01,412
376,61,23147,2024-11-22,89
60,97,26885,2024-06-14,602
491,495,28288,2024-05-29,221
291,431,15803,2024-10-30,51
61,100,27467,2024-04-08,314
401,306,21313,2024-03-08,117
203,595,23628,2024-09-28,488
115,163,23502,2024-12-16,494
231,143,28004,2024-09-12,509
315,346,15368,2024-05-20,208
497,385,24736,2024-05-18,252
110,36,17078,2024-08-24,267
633,596,17520,2024-11-09,180
310,435,29241,2024-10-21,345
399,54,11721,2024-04-26,-39
226,450,12828,2024-02-25,-4
111,276,24735,2024-03-12,413
382,48,13942,2024-12-21,654
90,146,21091,2024-08-08,649
480,27,15609,2024-08-05,44
350,92,17063,2024-09-17,247
540,62,20139,2024-05-05,544
388,142,22723,2024-05-20,519
302,212,14509,2024-09-22,450
429,510,17024,2024-09-16,213
118,59,21000,2024-04-10,406
180,473,24499,2024-11-06,463
515,287,29037,2024-08-07,183
183,517,29284,2024-11-16,74
440,288,11036,2024-04-30,387
193,482,29309,2024-12-29,156
166,25,14304,2024-05-02,650
387,387,20067,2024-11-10,154
53,64,18884,2024-03-04,168
