cityID,productID,customerID,Date,Result
148,282,15625,2022-12-16,-22
487,58,16347,2022-06-25,50
301,251,21932,2022-06-17,82
8,397,13629,2022-08-09,278
100,185,21350,2022-09-20,128
178,323,11833,2022-08-13,406
567,92,19250,2022-07-15,279
442,107,21218,2022-10-20,469
343,55,23926,2022-08-08,236
115,189,21213,2022-03-27,398
243,141,22774,2022-04-01,305
213,520,29002,2022-05-02,434
578,469,25332,2022-09-22,56
593,39,12893,2022-05-02,48
283,165,11753,2022-12-01,429
599,164,24105,2022-04-18,86
487,588,11301,2022-07-08,23
553,477,11824,2022-10-07,21
51,74,28248,2022-08-04,539
349,150,11734,2022-10-08,38
617,510,24557,2022-10-12,118
134,429,29418,2022-08-13,-32
493,33,25288,2022-09-05,397
14,16,25100,2022-06-23,273
585,553,20473,2022-05-10,389
462,316,13986,2022-08-15,80
638,320,14172,2022-11-25,460
600,361,20953,2022-03-21,526
147,71,12479,2022-08-13,-38
210,401,25724,2022-02-07,432
252,235,12693,2022-04-15,391
593,584,21600,2022-04-02,80
450,540,26227,2022-04-01,84
308,437,13465,2022-10-19,540
398,345,24920,2022-06-20,144
619,353,25373,2022-01-29,430
607,197,13651,2022-02-01,-14
602,51,23041,2022-10-21,482
385,594,14442,2022-11-25,358
133,18,11785,2022-03-18,285
115,544,23876,2022-07-28,-38
278,424,16523,2022-05-29,449
496,493,22576,2022-07-16,65
589,226,26162,2022-04-07,497
331,107,12062,2022-02-01,344
251,149,25141,2022-11-14,237
262,87,19980,2022-06-22,135
153,231,20189,2022-12-09,143
284,486,21842,2022-05-23,505
474,593,15841,2022-08-04,-35
571,400,14126,2022-04-04,490
263,153,29034,2022-07-08,375
55,234,18264,2022-12-29,63
58,546,21881,2022-12-13,472
292,280,25085,2022-03-08,210
45,169,18244,2022-09-14,179
651,493,13308,2022-11-22,7
220,278,16427,2022-04-11,-20
27,301,25692,2022-04-21,543
400,588,11935,2022-10-04,491
383,355,20413,2022-07-28,-16
322,99,18682,2022-12-11,279
184,423,20559,2022-02-22,472
28,75,13353,2022-06-28,302
46,230,27608,2022-08-14,107
521,178,21615,2022-01-03,20
417,188,21614,2022-06-10,46
25,605,21011,2022-10-15,399
390,127,12146,2022-02-14,99
188,572,13486,2022-05-04,51
90,344,12268,2022-03-21,166
189,585,12032,2022-05-09,3
565,599,20015,2022-04-24,506
618,375,19762,2022-08-07,315
341,163,27595,2022-06-07,215
287,175,19081,2022-12-25,189
639,598,20607,2022-04-17,191
273,58,28456,2022-04-05,546
585,77,13550,2022-07-29,-32
565,168,24867,2022-04-06,249
20,344,26694,2022-06-14,319
592,96,20181,2022-04-06,431
67,206,28662,2022-03-14,242
73,217,27036,2022-03-25,393
605,398,27635,2022-08-08,250
281,368,29380,2022-03-12,308
555,19,25481,2022-04-05,407
106,289,13511,2022-09-27,266
475,17,14801,2022-07-24,230
490,535,16427,2022-05-01,228
594,422,27626,2022-10-21,272
123,286,25520,2022-11-10,312
201,138,12326,2022-10-12,507
217,94,11300,2022-12-27,244
383,120,13814,2022-03-12,232
24,370,22966,2022-08-06,379
503,586,22976,2022-11-14,80
389,53,24344,2022-09-27,458
470,428,12801,2022-09-21,515
530,431,26137,2022-11-12,185
175,47,28199,2022-03-09,53
85,385,25293,2022-04-10,273
7,147,15418,2022-11-20,181
317,88,13093,2022-11-10,300
633,263,19667,2022-11-30,120
185,568,17858,2022-09-17,186
549,579,19704,2022-04-05,534
653,447,12939,2022-07-23,195
583,586,20863,2022-03-20,538
604,150,13627,2022-09-13,-41
265,450,23106,2022-12-02,5
38,560,13160,2022-01-25,191
650,21,28785,2022-04-12,166
307,242,23425,2022-09-07,185
49,88,18123,2022-06-29,49
112,559,14396,2022-05-20,122
397,380,13322,2022-02-14,472
574,118,28576,2022-01-05,262
335,44,16274,2022-07-07,189
650,273,12301,2022-04-08,71
143,336,19550,2022-03-15,160
565,459,19270,2022-04-02,102
434,318,17416,2022-06-08,387
286,499,27822,2022-06-17,312
522,440,18638,2022-08-16,166
404,434,25267,2022-01-20,453
478,49,19314,2022-10-24,139
181,270,27501,2022-04-24,52
130,55,20637,2022-07-23,306
150,5,27710,2022-02-09,50
210,505,15682,2022-08-14,127
201,131,15959,2022-12-19,283
230,346,18555,2022-04-12,-50
43,249,17107,2022-10-11,519
162,527,11523,2022-08-13,278
315,309,29367,2022-06-05,550
207,556,11896,2022-09-17,501
333,427,26977,2022-02-21,52
468,402,25306,2022-12-20,334
389,354,19571,2022-08-08,199
296,74,17646,2022-06-29,479
110,122,11699,2022-03-06,-19
600,201,26353,2022-12-14,145
38,391,23968,2022-07-07,181
58,334,27969,2022-11-28,48
171,301,11454,2022-01-20,73
122,598,15559,2022-10-15,57
330,528,13310,2022-06-15,283
387,349,13855,2022-09-18,419
176,262,22258,2022-07-30,32
615,177,12700,2022-09-25,-36
204,433,22236,2022-04-30,152
243,82,14205,2022-06-13,549
448,431,23147,2022-08-09,235
36,2,14332,2022-11-25,479
536,367,15709,2022-11-05,58
289,529,11832,2022-02-11,181
272,476,28246,2022-03-23,286
246,458,19957,2022-10-20,435
163,120,17471,2022-03-03,169
315,208,13951,2022-07-06,252
496,122,13998,2022-01-14,546
504,376,24931,2022-12-25,413
47,482,11234,2022-09-19,209
485,328,15106,2022-02-24,203
214,399,13426,2022-09-16,268
87,232,19050,2022-04-19,295
497,13,19570,2022-01-24,-49
322,455,13011,2022-07-01,470
364,152,23488,2022-03-04,378
163,84,27131,2022-09-21,510
322,260,25960,2022-01-05,172
208,436,15130,2022-11-20,280
403,566,22946,2022-08-14,169
345,591,13930,2022-09-16,306
17,371,21212,2022-02-13,154
504,427,17700,2022-06-18,205
181,505,17725,2022-07-12,339
614,355,20567,2022-06-22,-24
118,170,18372,2022-11-05,0
619,78,13520,2022-09-30,18
574,579,12628,2022-02-04,395
4,506,21403,2022-07-10,293
357,238,24839,2022-12-20,62
146,463,19060,2022-01-27,246
38,60,13766,2022-05-27,482
323,558,19164,2022-04-06,49
233,376,18861,2022-07-23,547
333,506,27905,2022-07-20,316
